nwname,fname,smile,CHA score,CCA score,mws,logps,hbds,hbas,psas,robs,qeds,chiral_centes,RO5scores,RO5scoresnum
1225ay,P110497705.sdf,c1cc(ccc1N2C(=O)C[C@@H](C2=O)NCC[NH+]3CCOCC3)N4C(=O)C[C@@H](C4=O)NCC[NH+]5CCOCC5,0.152,0.01,530.6,-4.04,4,12,126.2,10,0.23,2,---+++,3
1226ay,P110152390.sdf,Cc1c(c(n(n1)CC(=O)[O-])C)S(=O)(=O)NC[C@@H](COC)O,0.455,0.06,320.3,-2.46,2,9,133.6,8,0.54,1,------,0
1227ay,P110142359.sdf,CC(C)N(CC(=O)N)C(=O)N1CCNC(=O)[C@@H]1CC(=O)[O-],0,0,299.3,-2.76,3,9,135.9,5,0.57,1,------,0
1228ay,P110121354.sdf,C1CN([C@@H](C(=O)N1)CC(=O)[O-])CCS(=O)(=O)CCC(=O)N,0.576,0,320.3,-3.78,3,9,149.7,8,0.47,1,-----+,1
1229ay,P110073825.sdf,C1[C@H]2[C@@H]([C@@H](S1)CCCCNC(=O)CCCOCCOCCOCCCNC(=O)CCS)NC(=O)N2,0,0.03,534.7,1.09,4,10,127,21,0.08,3,---+++,3
1230ay,P110035134.sdf,C1C[NH+]([C@@H](C(=O)N1)CC(=O)[O-])CCS(=O)(=O)CCC(=O)N,0.212,0.06,321.4,-5.2,4,9,150.9,8,0.41,2,-----+,1
1231ay,P10999320.sdf,Cn1c(cc(=O)n(c1=O)C)NC[C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O,0.879,0.2,319.3,-4.07,6,10,157.2,7,0.3,4,--++-+,3
1232ay,P109622361.sdf,Cc1c(c([nH]n1)C(=O)[O-])S(=O)(=O)NCCOCCOC,0.061,0.1,306.3,-1.98,2,9,133.4,9,0.51,0,------,0
1233ay,P109621822.sdf,CCOCCCNS(=O)(=O)c1c(n[nH]c1C(=O)[O-])C,0.636,0.04,290.3,-1.21,2,8,124.2,8,0.58,0,------,0
1234ay,P109102757.sdf,c1ccc(cc1)[C@@H](C[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO[C@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)O)C#N,0.576,0.23,455.5,-2.65,7,11,193.1,7,0.23,11,--++-+,3
1235ay,P109080776.sdf,CCN[C@H]1C[C@H]([C@H]([C@@H]([C@H]1O[C@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@H]3[C@H](CC=C(O3)CN)N)[NH3+],0.303,0.23,476.6,-3.92,12,12,201.4,8,0.17,11,--++-+,3
1236ay,P109080772.sdf,CC[NH2+][C@H]1C[C@H]([C@H]([C@@H]([C@H]1O[C@H]2[C@@H]([C@H]([C@@](CO2)(C)O)NC)O)O)O[C@H]3[C@H](CC=C(O3)CN)N)N,0.424,0.23,476.6,-4.23,12,12,204.3,8,0.17,11,--++-+,3
1237ay,P109075616.sdf,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCC(=O)N[C@@H](Cc4c[nH]cn4)C(=O)OC)O)CCC5=CC(=O)C=C[C@]35C)O,0.061,0.09,611.7,1.51,4,12,185,10,0.28,8,---+++,3
1238ay,P109062061.sdf,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)N[C@@H](Cc5c[nH]cn5)C(=O)OC)O)C)O,0.424,0.06,613.7,1.74,4,12,185,10,0.28,8,---+++,3
1239ay,P109035691.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/N=C/c3ccccc3O)O)CO)O,0.697,0.24,592.6,-0.91,7,14,220.3,14,0.08,8,--++++,4
1240ay,P109035326.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccccc2)[C@@H](CO)O[C@@H](C/N=C/c3ccccc3)O)CO)O,0.606,0.25,561.6,-2.24,6,12,181.5,14,0.08,8,--++++,4
1241ay,P109035300.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/[NH+]=C/c3ccccc3O)O)CO)O,0.364,0.24,593.6,-2.83,8,14,221.9,14,0.06,8,--++++,4
1242ay,P109035293.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/[NH+]=C/c3ccccc3O)O)CO)O,0.242,0.24,593.6,-2.83,8,14,221.9,14,0.06,8,--++++,4
1243ay,P109035281.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/N=C/c3ccccc3O)O)CO)O,0.485,0.25,593.6,-2.83,8,14,221.9,14,0.06,8,--++++,4
1244ay,P109035277.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/N=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/[NH+]=C/c3ccccc3O)O)CO)O,0.152,0.23,593.6,-2.83,8,14,221.9,14,0.06,8,--++++,4
1245ay,P109035273.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/N=C/c3ccccc3O)O)CO)O,0.667,0.25,593.6,-2.83,8,14,221.9,14,0.06,8,--++++,4
1246ay,P109033414.sdf,CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccccc2)[C@@H](CO)O[C@@H](C/[NH+]=C/c3ccccc3)O)CO)O,0.545,0.25,562.6,-4.16,7,12,183.1,14,0.07,8,--++++,4
1247ay,P109033271.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/[NH+]=C/c3ccccc3O)O)CO)O,0.394,0.24,594.6,-4.75,9,14,223.5,14,0.06,8,--++++,4
1248ay,P109033125.sdf,CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\Cc2ccccc2O)[C@@H](CO)O[C@@H](/C=N/Cc3ccccc3O)O)CO)O,0.303,0.25,592.6,-0.61,7,14,220.3,14,0.08,8,--++++,4
1249ay,P109033049.sdf,CC(=O)O[C@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\Cc2ccccc2)[C@@H](CO)O[C@@H](/C=N/Cc3ccccc3)O)CO)O,0.424,0.24,560.6,-0.02,5,12,179.9,14,0.12,8,--++++,4
1250ay,P109033043.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\Cc2ccccc2)[C@@H](CO)O[C@@H](/C=N/Cc3ccccc3)O)CO)O,0.364,0.25,560.6,-0.02,5,12,179.9,14,0.12,8,--++++,4
1251az,P109028531.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\Cc2ccc(cc2)O)[C@@H](CO)O[C@@H](/C=N/Cc3ccc(cc3)O)O)CO)O,0.364,0.24,592.6,-0.61,7,14,220.3,14,0.08,8,--++++,4
1252az,P109028520.sdf,CC(=O)O[C@@H]1[C@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\N2CCOCC2)[C@@H](CO)O[C@@H](/C=N/N3CCOCC3)O)CO)O,0.242,0.23,550.6,-3.93,5,16,204.8,12,0.09,8,--++++,4
1253az,P109028166.sdf,CCCCCCCCCCO[C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)CO)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O,0.303,0.25,482.6,-1.23,7,11,178.5,14,0.15,10,--++++,4
1254az,P109027940.sdf,C[C@H](CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@]1([C@H](C[C@H]3[C@@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,0,0.04,614.9,2.88,4,9,147,12,0.15,11,----++,2
1255az,P109027937.sdf,C[C@H](CCC(=O)NCCC[N+](C)(C)CCCS(=O)(=O)[O-])[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@@H]2[C@@H](C[C@@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,0.182,0.04,614.9,2.88,4,9,147,12,0.15,11,----++,2
1256az,P108733923.sdf,CS(=O)(=O)NCCNS(=O)(=O)CCOc1ccccc1N,0.455,0.06,337.4,-0.88,4,8,127.6,9,0.4,0,-----+,1
1257az,P108622285.sdf,CCC(CC)N(CCO)S(=O)(=O)c1c(c(n[nH]1)C)C(=O)[O-],0.394,0.08,318.4,-0.75,2,8,126.4,8,0.65,0,------,0
1258az,P108592265.sdf,CCc1[nH]c(c[nH+]1)S(=O)(=O)N[C@H](CC)CC(=S)N,0.273,0,291.4,0.12,5,6,102.1,7,0.62,1,--+---,1
1259az,P107107540.sdf,CCOC(=O)C(=C)CO[C@@H]1[C@@H]([C@@H](O[C@@H]([C@H]1O)CO)OCC#Cc2ccc(c(c2)C(=O)OC)O)NC(=O)C,0.394,0.21,521.5,-0.37,4,12,170.1,10,0.18,5,---+++,3
1260az,P107107430.sdf,CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)OCCC(=O)OC(C)(C)C,0.455,0.18,349.4,-1.32,4,9,134.6,6,0.43,5,-----+,1
1261az,P107107078.sdf,CC(=O)N[C@H]1[C@@H]([C@@H]([C@H](O[C@@H]1OCc2cn(nn2)c3ccc(c(c3)OCC(=O)OC)C(=O)OC)CO)O)O,0.091,0.23,524.5,-1.93,4,15,200.8,10,0.25,5,---+++,3
1262az,P106505551.sdf,CC[NH2+][C@](C)(CCSc1[nH]c(=O)cc(n1)C)C(=O)N,0.152,0,285.4,-0.61,5,6,105.4,7,0.46,1,--+--+,2
1263az,P106494375.sdf,CCCc1cc(=O)[nH]c(n1)SCC[C@](C)(C(=O)N)[NH2+]C,0.061,0.01,299.4,-0.36,5,6,105.4,8,0.45,1,--+--+,2
1264az,P106380963.sdf,Cc1cc(=O)[nH]c(n1)SC[C@@](C2CC2)(C(=O)N)[NH2+]C3CC3,0.242,0,309.4,-0.47,5,6,105.4,7,0.47,1,--+--+,2
1265az,P106380107.sdf,c1cnc([nH]c1=O)SC[C@](C2CC2)(C(=O)N)[NH2+]C3CC3,0.606,0.01,295.4,-0.78,5,6,105.4,7,0.45,1,--+--+,2
1266az,P106345595.sdf,CCC[NH2+][C@](CSc1[nH]ncn1)(C2CC2)C(=O)N,0.364,0,270.4,-0.5,5,6,101.3,8,0.55,1,--+---,1
1267az,P105475150.sdf,c1cc(ccc1C[NH+](C[P@@](=O)(O)[O-])C[P@](=O)(O)[O-])CN(C[P@](=O)(O)[O-])C[P@](=O)(O)[O-],0.091,0,509.2,-4.11,5,14,249.1,12,0.17,5,--++++,4
1268az,P105335486.sdf,C[C@H](C[C@](C)(C(=O)N)[NH2+]C)Sc1n[nH]c(=O)n1C(C)C,0.091,0,302.4,-0.54,5,7,110.4,7,0.59,2,--+---,1
1269az,P105283973.sdf,C1C[NH+](CCN(CCC[NH+](CCN(C1)C[P@](=O)(O)[O-])CP(=O)([O-])[O-])C[P@](=O)(O)[O-])C[P@](=O)(O)[O-],0.333,0.25,573.3,-7.47,5,16,259.6,8,0.17,5,--++-+,3
1270az,P105283968.sdf,C1C[NH+](CCN(CCC[NH+](CCN(C1)C[P@](=O)(O)[O-])C[P@](=O)(O)[O-])C[P@](=O)(O)[O-])C[P@@](=O)(O)[O-],0.424,0.26,574.3,-6.83,6,16,256.8,8,0.15,6,--++-+,3
1271az,P105227184.sdf,COc1ccc(cc1OC)CCN[C@@H]2[C@H]([C@@H]3CCO[C@H]([C@@H]3[C@]2(CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,0.182,0.23,545.6,-2.9,8,13,199.8,10,0.15,11,--++++,4
1272az,P105227175.sdf,COc1ccc(cc1OC)CCN[C@@H]2[C@H]([C@@H]3CCO[C@@H]([C@@H]3[C@@]2(CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,0.485,0.25,545.6,-2.9,8,13,199.8,10,0.15,11,--++++,4
1273az,P105222980.sdf,COc1ccc(cc1OC)CC[NH2+][C@@H]2[C@H]([C@@H]3CCO[C@H]([C@@H]3[C@]2(CO)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,0.455,0.22,546.6,-3.93,9,13,204.4,10,0.14,11,--++++,4
1274az,P104878422.sdf,c1ccc(cc1)n2c3ccccc3nc2CCC(=O)N(CC(=O)N)CC(=O)N,0.03,0.09,379.4,0.76,4,8,124.3,8,0.6,0,------,0
1275az,P104597300.sdf,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CNCCO)N)[NH3+])NC(=O)[C@H](CC[NH3+])O)O,0.364,0.23,594.7,-6.79,16,16,272.5,13,0.09,12,--++++,4
1276az,P104267896.sdf,c1cc(ccc1/C=C\C(=O)OC[C@]2(C=C[C@H]3[C@@H]2[C@@H](OC=C3C(=O)O)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O,0.091,0.23,536.5,-1.38,7,13,212.7,8,0.12,9,--++-+,3
1277az,P104267894.sdf,c1cc(ccc1/C=C\C(=O)OC[C@@]2(C=C[C@H]3[C@@H]2[C@@H](OC=C3C(=O)O)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O,0.182,0.22,536.5,-1.38,7,13,212.7,8,0.12,9,--++-+,3
1278az,P104267889.sdf,c1cc(ccc1/C=C\C(=O)OC[C@]2(C=C[C@@H]3[C@@H]2[C@@H](OC=C3C(=O)O)O[C@@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O)O)O,0.303,0.22,536.5,-1.38,7,13,212.7,8,0.12,9,--++-+,3
1279az,P104267884.sdf,C/C(=C\CC[C@](C)(C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)/CC/C=C(\C)/C[C@H](/C=C(\C)/C(=O)O)O,0.212,0.23,660.8,-0.19,9,14,236.1,17,0.07,12,--++++,4
1280az,P104267881.sdf,C/C(=C\CC[C@@](C)(C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)/CC/C=C(\C)/C[C@H](/C=C(\C)/C(=O)O)O,0.242,0.24,660.8,-0.19,9,14,236.1,17,0.07,12,--++++,4
1281az,P104267878.sdf,C/C(=C\CC[C@](C)(C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)/CC/C=C(\C)/C[C@@H](/C=C(\C)/C(=O)O)O,0.606,0.23,660.8,-0.19,9,14,236.1,17,0.07,12,--++++,4
1282az,P104267877.sdf,C/C(=C\CC[C@@](C)(C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)/CC/C=C(\C)/C[C@@H](/C=C(\C)/C(=O)O)O,0.03,0.24,660.8,-0.19,9,14,236.1,17,0.07,12,--++++,4
1283az,P104267533.sdf,COC(=O)C1=CO[C@H](/C(=C\C(=O)O)/[C@H]1CC(=O)OCCc2ccc(c(c2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0.606,0.25,570.5,-1.57,7,15,239,10,0.1,7,--++++,4
1284az,P104267531.sdf,COC(=O)C1=CO[C@@H](/C(=C\C(=O)O)/[C@H]1CC(=O)OCCc2ccc(c(c2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0.333,0.24,570.5,-1.57,7,15,239,10,0.1,7,--++++,4
1285az,P104267526.sdf,COC(=O)C1=CO[C@H](/C(=C\C(=O)O)/[C@@H]1CC(=O)OCCc2ccc(c(c2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0.182,0.24,570.5,-1.57,7,15,239,10,0.1,7,--++++,4
1286az,P104267522.sdf,COC(=O)C1=CO[C@@H](C(=CC(=O)O)[C@@H]1CC(=O)OCCc2ccc(c(c2)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0,0.22,570.5,-1.57,7,15,239,10,0.1,7,--++++,4
1287az,P104266752.sdf,C[C@@]1(C[C@H]([C@@H]2[C@@H]1[C@@H](OC=C2C(=O)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)OC(=O)/C=C/c4ccc(cc4)O)O)O,0.333,0.367,538.5,-1.15,7,13,212.7,7,0.16,10,--++-+,3
1288az,P104266597.sdf,c1cc(c(cc1O)COC(=O)[C@]2([C@H](CCC(=O)[C@@H]2[O-])O)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)COC(=O)[C@@H]4CCC=C4)O)O)OC(=O)[C@@H]5CCC=C5,0.333,0.21,661.6,-1.17,5,15,238.6,10,0.11,10,--++++,4
1289az,P104266594.sdf,c1cc(c(cc1O)COC(=O)[C@@]2([C@H](CCC(=O)[C@@H]2[O-])O)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)COC(=O)[C@@H]4CCC=C4)O)O)OC(=O)[C@@H]5CCC=C5,0.394,0.22,661.6,-1.17,5,15,238.6,10,0.11,10,--++++,4
1290az,P104266554.sdf,CCCCCC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@H]1OC(=O)C)COC(=O)C)OC[C@@H]([C@@H](CO)O)O)O,0,0.2,466.5,-1.21,4,12,178.3,13,0.14,7,---+++,3
1291az,P104266107.sdf,C/C(=C\CC[C@](C)(C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)/CC/C=C(\C)/C[C@@H](/C=C(\C)/C(=O)[O-])O,0.212,0.24,659.7,-1.53,8,14,238.9,17,0.07,12,--++++,4
1292az,P104265856.sdf,C[C@H](CC/C=C(\C)/[C@@H](C/C=C(\C)/C=C/C(=O)O[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)C(=O)[O-])O)O)O)O)[C@@H](C)O,0.636,0.11,471.5,-0.92,5,10,176.8,11,0.11,8,--++++,4
1293az,P104265590.sdf,C[C@@]12C[C@H]([C@@H]([C@@H]([C@@H]1[C@@](CC[C@@H]2O)(CO)O)O)C(=C)C(=O)OC)OC(=O)C(=C)[C@@H](CO)O,0.485,0.19,444.5,-1.58,6,10,174,7,0.2,8,--++-+,3
1294az,P104265469.sdf,CCCCCCCCCc1c(c(cc(c1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0.394,0.25,592.6,-1.25,10,14,239.2,14,0.11,10,--++++,4
1295az,P104265385.sdf,C[C@@H](CC/C=C(\C)/C(=O)OC[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@H]2[C@H]3[C@H](CC[C@]3(C)O)C(=CO2)C(=O)[O-])O)O)O)CCO,0.485,0.25,543.6,-1.13,5,12,195.3,11,0.16,10,--++++,4
1296az,P104265014.sdf,c1ccc(cc1)/C=C/C(=O)OC[C@@]2([C@H]([C@@H]([C@H](O2)CO)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O,0.152,0.24,634.6,-5.31,10,17,274.7,11,0.08,14,--++++,4
1297az,P104264904.sdf,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)/C=C\c5ccc(cc5)O)O)O)O)O)O)O,0.182,0.25,696.7,-2.43,8,17,260.6,11,0.07,13,--++++,4
1298az,P104264898.sdf,COC(=O)C1=CO[C@H]([C@@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)/C=C\c5ccc(cc5)O)O)O)O)O)O)O,0.364,0.24,696.7,-2.43,8,17,260.6,11,0.07,13,--++++,4
1299az,P104264894.sdf,COC(=O)C1=CO[C@@H]([C@@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)COC(=O)/C=C\c5ccc(cc5)O)O)O)O)O)O)O,0.212,0.24,696.7,-2.43,8,17,260.6,11,0.07,13,--++++,4
1300az,P104264791.sdf,C[C@H](CCCCC[C@H](CCCCCCCCCCC[C@@H](CC(=O)OC)O[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)CO)O)O)O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O,0.515,0.22,726.9,0.54,9,15,245.3,26,0.04,13,--++++,4
1301ba,P104264759.sdf,COc1cc(cc(c1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O,0.424,0.25,548.5,-3.41,8,15,234.3,10,0.11,9,--++++,4
1302ba,P104264755.sdf,COc1cc(ccc1O)/C=C/C(=O)O[C@H]2[C@@H]([C@H](O[C@@]2(CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)CO)O,0.061,0.23,518.5,-3.42,8,14,225.1,9,0.12,9,--++-+,3
1303ba,P104264681.sdf,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,0.788,0.24,550.5,-4.4,8,15,234.3,8,0.11,13,--++-+,3
1304ba,P104264465.sdf,COc1ccc(cc1OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@H](CCCCc3ccc(c(c3)O)O)CCc4ccc(c(c4)O)O)O)O)O,0,0.2,684.7,3.32,7,13,204.8,16,0.05,6,--++++,4
1305ba,P104264463.sdf,COc1ccc(cc1OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@@H](CCCCc3ccc(c(c3)O)O)CCc4ccc(c(c4)O)O)O)O)O,0,0.19,684.7,3.32,7,13,204.8,16,0.05,6,--++++,4
1306ba,P104264453.sdf,COc1ccc(cc1OC)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@H](CCc3ccc(c(c3)O)O)CC(=O)CCc4ccc(c(c4)O)O)O)O)O,0.273,0.21,698.7,2.5,7,14,221.9,16,0.06,6,--++++,4
1307ba,P104264308.sdf,C[C@]12CC[C@@H]([C@@]1([C@H](CC3=C2CC[C@H]4[C@@]3(C[C@@H]([C@@H](C4(C)C)OC(=O)C[C@@](C)(CC(=O)NCC(=O)OC)O)O)C)O)C)[C@@H](CC[C@@H](C(C)(C)O)O)CO,0.091,0.18,723.9,2.93,7,12,203.1,13,0.11,11,--++++,4
1308ba,P104264300.sdf,C[C@]12CC[C@@H]([C@@]1([C@H](CC3=C2CC[C@@H]4[C@]3(C[C@@H]([C@@H](C4(C)C)OC(=O)C[C@@](C)(CC(=O)NCC(=O)OC)O)O)C)O)C)[C@@H](CC[C@@H](C(C)(C)O)O)CO,0,0.14,723.9,2.93,7,12,203.1,13,0.11,11,--++++,4
1309ba,P104264029.sdf,Cc1c(c(=O)cco1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)C[C@@](C)(CC(=O)[O-])O)O)O)O[C@H]3[C@@H]([C@](CO3)(CO)O)O,0.152,0.23,563.5,-4.58,6,16,254.9,11,0.14,9,--++++,4
1310ba,P104263897.sdf,c1cc(c(cc1/C=C/C(=O)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC[C@@H](c3ccc(c(c3)O)O)O)CO[C@H]4[C@@H]([C@H]([C@@H](CO4)O)O)O)O)O,0.576,0.22,626.6,-1.91,10,16,265.5,10,0.08,10,--++++,4
1311ba,P104263877.sdf,C[C@@H]1C[C@@H](CC([C@H]1/C=C/[C@@H](C)O)(C)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@](CO3)(CO)O)O)O)O)O,0.848,0.15,506.6,-1.35,7,11,178.5,8,0.19,12,--++-+,3
1312ba,P104263684.sdf,c1cc(c(cc1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)OC(=O)/C=C/c4ccc(c(c4)O)O)O)O)O)O,0.515,0.21,610.6,-1.4,9,15,245.3,10,0.09,9,--++++,4
1313ba,P104263624.sdf,CC(CC(=O)OCc1ccc(cc1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)(CC(=O)OCc3ccc(cc3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,0.273,0.24,698.7,-2.64,9,17,271.6,14,0.09,10,--++++,4
1314ba,P104263415.sdf,C=C(CCO)C(=O)OC[C@H]1[C@@H]([C@@H]([C@@H](CO1)OC(=O)C(=C)CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)C(=C)CCO)O)O)O)O)O,0.485,0.16,620.6,-3.25,7,16,248.2,16,0.05,9,--++++,4
1315ba,P104263410.sdf,C=C(CCO)C(=O)OC[C@@H]1[C@@H]([C@@H]([C@@H](CO1)OC(=O)C(=C)CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)C(=C)CCO)O)O)O)O)O,0.303,0.17,620.6,-3.25,7,16,248.2,16,0.05,9,--++++,4
1316ba,P104263271.sdf,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC/C(=C/CC/C(=C/CC[C@@](C)(C=C)O)/C)/C)O)O)O)O)O)O,0.03,0.21,546.7,0.04,7,11,178.5,13,0.16,11,--++++,4
1317ba,P104263194.sdf,c1cc(ccc1[C@H]2CC(=O)c3ccc(cc3O2)O)O[C@H]4[C@@H]([C@@H]([C@@H]([C@@H](O4)CO)O)O)O[C@@H]5[C@@H]([C@@](CO5)(CO)O)O,0.212,0.23,550.5,-1.26,7,13,204.8,7,0.22,9,--++-+,3
