nwname,fname,smile,CHA score,CCA score
1320ba,P104263140.sdf,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@H]2CC[C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O[C@@H]6[C@@H]([C@@H]([C@@H]([C@@H](O6)CO)O)O)O[C@@H]7[C@@H]([C@@H]([C@@H]([C@@H](O7)CO)O)O)O,0.333,0.24
1321ba,P104262957.sdf,CC(=O)C=C=C1[C@](C[C@H](CC1(C)C)O)(C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@@H]3[C@@H]([C@](CO3)(CO)O)O)O)O)O,0.273,0.23
1322ba,P104262761.sdf,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,0.333,0.24
1323ba,P104262453.sdf,CC1=CC(=O)CC([C@@H]1/C=C/[C@@H](C)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO[C@@H]3[C@@H]([C@@H]([C@@H](CO3)O)O)O)O)O)O)(C)C,0.576,0.24
1324ba,P104262449.sdf,CC(C)([C@H](C(=O)OCc1ccc(cc1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)OC(=O)/C=C\c3ccc(cc3)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,0.03,0.23
1325ba,P104262423.sdf,c1cc(ccc1/C=C/C(=O)OC[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)O,0.121,0.25
1326ba,P104261877.sdf,CC[C@H](C)[C@@H](C(=O)O[C@@H]([C@@H](C)CC)C(=O)O[C@@H]([C@@H](C)CC)C(=O)O[C@@H]([C@@H](C)CC)C(=O)OC[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O,0.667,0.22
1327ba,P104261800.sdf,C/C=C\1/[C@@H](C(=CO[C@H]1O[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)O)C(=O)OC)CC(=O)OCCc4ccc(cc4)O,0.364,0.25
1328ba,P104261638.sdf,C/C=C\1/[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OCCc4ccc(cc4)O)O)O)O,0.424,0.22
1329ba,P104261394.sdf,c1cc(c(cc1O)COC(=O)[C@]2([C@@H](CCC(=O)[C@@H]2O)O)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)COC(=O)[C@@H]4CCC=C4)O)O)OC(=O)[C@@H]5CCC=C5,0.394,0.22
1330ba,P104261307.sdf,CCCCC[C@H](C[C@H](CC(=O)O[C@@H](CCCCC)C[C@@H](CC(=O)[O-])O[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)CO)O)O)O)O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O,0.091,0.25
1331ba,P104261303.sdf,CCCCC[C@@H](C[C@H](CC(=O)O[C@@H](CCCCC)C[C@@H](CC(=O)[O-])O[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)CO)O)O)O)O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O,0.424,0.24
1332ba,P104261301.sdf,CCCCC[C@H](C[C@@H](CC(=O)O[C@@H](CCCCC)C[C@@H](CC(=O)[O-])O[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)CO)O)O)O)O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O,0.394,0.23
1333ba,P104261297.sdf,CCCCC[C@@H](C[C@@H](CC(=O)O[C@@H](CCCCC)C[C@@H](CC(=O)[O-])O[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)CO)O)O)O)O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O,0.182,0.24
1334ba,P104253733.sdf,C=C[C@H]1[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)O)CCOC(=O)/C=C/c3ccc(c(c3)O)O,0.091,0.17
1335ba,P104253102.sdf,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)OC(=O)/C=C/c6ccccc6)O)O,0.424,0.25
1336ba,P104253013.sdf,COc1ccc(cc1O)[C@@H]([C@H](CO)Oc2ccc(cc2OC)/C=C/CO)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0.242,0.23
1337ba,P104252369.sdf,C/C=C/C=C(\C)/[C@H](C(C)(C)C(=O)O[C@H]1[C@@H](O[C@@H]([C@@H]([C@@H]1O)O)OC2[C@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O,0.697,0.61
1338ba,P104252367.sdf,C/C=C/C=C(\C)/[C@@H](C(C)(C)C(=O)O[C@H]1[C@@H](O[C@@H]([C@@H]([C@@H]1O)O)OC2[C@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O,0.697,0.62
1339ba,P104252363.sdf,C/C=C/C=C(\C)/[C@@H](C(C)(C)C(=O)O[C@@H]1[C@@H](O[C@@H]([C@@H]([C@@H]1O)O)OC2[C@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O,0.212,0.67
1340ba,P104252217.sdf,c1cc(ccc1CCCC[C@H](CCc2ccc(cc2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@@H]([C@](CO4)(CO)O)O)O)O)O)O,0.212,0.24
1341ba,P104252210.sdf,c1cc(ccc1CCCC[C@H](CCc2ccc(cc2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@@H]([C@](CO4)(CO)O)O)O)O)O[C@@H]5[C@@H]([C@](CO5)(CO)O)O)O,0.364,0.306
1342ba,P104252205.sdf,c1cc(ccc1CCCC[C@@H](CCc2ccc(cc2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@@H]([C@](CO4)(CO)O)O)O)O)O[C@@H]5[C@@H]([C@](CO5)(CO)O)O)O,0.273,0.379
1343ba,P104252157.sdf,COc1cc(cc(c1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)OC)/C=C/CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0.576,0.24
1344ba,P104252115.sdf,COc1cc(ccc1O)/C=C/C(=O)OC[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)O[C@@]3([C@@H]([C@@H]([C@@H](O3)CO)O)O)CO)O)O)O,0.242,0.24
1345ba,P104252112.sdf,COc1cc(ccc1O)/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)O[C@@]3([C@@H]([C@@H]([C@@H](O3)CO)O)O)CO)O)O)O,0.03,0.25
1346ba,P104252108.sdf,COc1cc(ccc1O)/C=C/C(=O)OC[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)O[C@@]3([C@@H]([C@@H]([C@@H](O3)CO)O)O)CO)O)O)O,0.273,0.23
1347ba,P104219518.sdf,COc1ccc(cc1)C[C@@H](C(=O)N)NC(=O)[C@@]2(C[C@@H]([C@H]([C@@H](C2)O)O)NC(=O)CC3(CCCC3)CC(=O)O)O,0.697,0.24
1348ba,P104216933.sdf,CC(C)CNC(=S)N[C@H]1C[C@](C[C@H]([C@@H]1OC(=O)Nc2ccccc2)OC(=O)Nc3ccccc3)(C(=O)N[C@@H](Cc4ccc(cc4)OC)C(=O)N)O,0.364,0.21
1349ba,P104216915.sdf,c1ccc(c(c1)NC(=O)N[C@@H]2C=C(C[C@H]([C@@H]2OC(=O)NCCCl)OC(=O)NCCCl)C(=O)NCCC(=O)N)Br,0.303,0.18
1350ba,P104216877.sdf,CC(=O)N(C[C@@H]1[C@H]([C@H]([C@@H](O1)CC(=O)NC2CC2)O)O)C[C@@H]3[C@H]([C@H]([C@@H](O3)CC(=O)NC4CC4)O)O,0.121,0.21
1351bb,P104012118.sdf,c1ccc2c(c1)C(=O)[C@@H](/C(=N/[C@H](CCCC[NH3+])C(=O)[O-])/C2=O)N[C@H](CCCC[NH3+])C(=O)[O-],0.303,0.14
1352bb,P103888297.sdf,COc1ccccc1OCCNC[C@H](C[NH+](CCOc2ccccc2OC)C[C@@H](COc3cccc4c3c5ccccc5[nH]4)O)O,0.242,0.42
1353bb,P103888290.sdf,COc1ccccc1OCCNC[C@H](Cn2c3ccccc3c4c2cccc4OC[C@@H](CNCCOc5ccccc5OC)O)O,0.121,0.14
1354bb,P103888167.sdf,COc1ccccc1OCC[NH2+]C[C@H](Cn2c3ccccc3c4c2cccc4OC[C@H](CNCCOc5ccccc5OC)O)O,0.424,0.18
1355bb,P103888162.sdf,COc1ccccc1OCC[NH2+]C[C@@H](COc2cccc3c2c4ccccc4n3C[C@H](CNCCOc5ccccc5OC)O)O,0.091,0.09
1356bb,P103887624.sdf,COc1ccccc1OCC[NH2+]C[C@@H](Cn2c3ccccc3c4c2cccc4OC[C@H](C[NH2+]CCOc5ccccc5OC)O)O,0.242,0.13
1357bb,P101775207.sdf,Cc1cc(=O)oc2c1ccc(c2)NC(=O)[C@H](CCCNC(=[NH2+])N)NC(=O)[C@H](CCCC[NH3+])NC(=O)CNC(=O)OC(C)(C)C,0.485,0.16
1358bb,P101761763.sdf,CCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,0.364,0.24
1359bb,P101150639.sdf,Cc1ccc(cc1)S(=O)(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O)O)O)O,0.121,0.25
1360bb,P101137418.sdf,c1c(c(c(c[n+]1CCCC[C@H](C(=O)[O-])[NH3+])O)C[C@@H](C(=O)[O-])[NH3+])CC[C@@H](C(=O)[O-])[NH3+],0.818,0.12
1361bb,P101127408.sdf,c1ccc(cc1)CO[C@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@@H]([C@H]([C@H]([C@@H](O3)CO)O)O)O)O)O,0.091,0.23
1362bb,P101126751.sdf,C=CCOC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O[C@H]2[C@@H]([C@H]([C@H]([C@@H](O2)CO)O)O)O)O,0.273,0.24
1363bb,P09473437.sdf,c1cc(ccc1OCCOc2ccc(cc2)S(=O)(=O)NCCO)S(=O)(=O)NCCO,0.424,0
1364bb,P09358005.sdf,CN(C)S(=O)(=O)c1ccc(c2c1non2)N(C)CC(=O)NN,0.394,0
1365bb,P09114317.sdf,C[C@]1(CS(=O)(=O)C[C@@H]1S(=O)(=O)[O-])NC(=O)CC[NH+](CCO)CCO,0.333,0.14
1366bb,P08812060.sdf,CC1=C(C2(C(=C(N(C2(N1NC(=O)N)[NH3+])NC(=O)N)C)C(=O)OC)C(=O)OC)C(=O)OC,0.424,0.226
1367bb,P08758125.sdf,CC1=NC(=C(CC1C(=O)NCCC[NH+](CCO)CCO)C(=O)NCCC[NH+](CCO)CCO)C,0.152,0.2
1368bb,P08686026.sdf,c1c(nc(s1)NC(=O)CCC[NH3+])C(=O)Nc2nc(cs2)C(=O)NCCC[NH3+],0,0.01
1369bb,P08543385.sdf,c1nc(c2c(n1)n(cn2)[C@H](/C=N/NC(=S)N)O[C@@H](CO)/C=N/NC(=S)N)N,0.212,0.17
1370bb,P08252447.sdf,COc1ccc(c2c1c(cc(n2)NCC[NH2+]CCO)NCC[NH2+]CCO)OC,0.182,0.05
1371bb,P08203650.sdf,C/C(=C(\[C@H](c1ccc(c(c1)Cl)Cl)SC[C@@H](C(=O)[O-])[NH3+])/C(=O)CCSC[C@@H](C(=O)[O-])[NH3+])/O,0.576,0.14
1372bb,P08053522.sdf,c1c(c(c(c(c1C[NH2+]CCCO)[O-])[N+](=O)[O-])[O-])C[NH2+]CCCO,0.303,0
1373bb,P07956573.sdf,Cc1cc(n2c(n1)ncn2)N(C)C[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O,0.515,0.22
1374bb,P07799128.sdf,c1cn(c(=O)[nH]c1=O)[C@@H]2[C@@H]([C@@H]([C@@H](O2)CO[P@@](=O)([O-])O[C@@H]3[C@@H](O[C@@H]([C@@H]3O)n4ccc(=O)[nH]c4=O)CO)O)O,0.061,0.25
1375bb,P07782983.sdf,c1cc(ccc1[N+](=O)[O-])O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)O,0.061,0.24
1376bb,P07782975.sdf,c1cc(ccc1[N+](=O)[O-])O[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,0.485,0.22
1377bb,P07782974.sdf,c1cc(ccc1[N+](=O)[O-])O[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,0.242,0.25
1378bb,P07782951.sdf,CC(=O)N[C@@H]1[C@@H]([C@@H]([C@@H](O[C@@H]1Oc2ccc(cc2)[N+](=O)[O-])CO)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O,0.576,0.25
1379bb,P07729611.sdf,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,0.455,0.24
1380bb,P07691573.sdf,C([C@H]([C@@H]([C@@H]([C@@H](C=O)O)O)O)O)OC(=S)OC[C@@H]([C@@H]([C@@H]([C@@H](C=O)O)O)O)O,0.182,0.23
1381bb,P07000682.sdf,CCOc1cc(ccc1O)/C=N/NC(=O)[C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O,0.061,0.23
1382bb,P06991665.sdf,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)[NH+](CC(=O)[O-])CC(=O)[O-],0.182,0.24
1383bb,P06991658.sdf,C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)[NH+](CC(=O)[O-])CC(=O)[O-],0.152,0.23
1384bb,P06991651.sdf,C([C@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)[NH+](CC(=O)[O-])CC(=O)[O-],0.242,0.22
1385bb,P06897206.sdf,C(CO)N(CCO)c1nc(nc(n1)N(CCO)CCO)N(CCO)CCO,0.03,0.05
1386bb,P06884147.sdf,c1ccc(cc1)N/N=C/[C@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O)O,0.182,0.24
1387bb,P06838215.sdf,c1cc(ccc1C(=O)Nc2ccc(cc2)C(=[NH2+])NN)C(=O)Nc3ccc(cc3)C(=[NH2+])NN,0.394,0
1388bb,P06766443.sdf,CO[C@H]([C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)n1cnc2c1ncnc2,0.485,0.24
1389bb,P06221401.sdf,c1cc(ccc1[N+](=O)[O-])O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O,0.03,0.23
1390bb,P06220871.sdf,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H]([C@@H](CO)O)[C@@H](C(=O)CO)O)O)O)O)O,0.515,0.24
1391bb,P06220269.sdf,CC(=O)N[C@H](C=O)[C@@H]([C@@H]([C@@H](CO)O)O[C@@H]1[C@@H]([C@@H](C=C(O1)C(=O)[O-])O)O)O,0.121,0.24
1392bb,P06170876.sdf,CC(=O)N[C@H](C=O)[C@@H]([C@@H]([C@@H](CO[C@@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)CO)O)O)O)O)O)O,0.121,0.22
1393bb,P06057804.sdf,CC(C)(C)c1c(c(no1)OCP(=O)([O-])[O-])C[C@H](C(=O)[O-])[NH3+],0.758,0.08
1394bb,P05909710.sdf,CC(=C)C(CCc1nc(nc(n1)N)N)(CCc2nc(nc(n2)N)N)C(=O)C,0.03,0.04
1395bb,P05643567.sdf,C=CCOC(=O)N[C@H]1[C@@H]([C@@H]([C@@H](O[C@H]1O)CO)O[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O)O,0.424,0.23
1396bb,P05643566.sdf,C=CCOC(=O)N[C@@H]1[C@@H]([C@@H]([C@@H](O[C@H]1O)CO)O[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O)O,0,0.23
1397bb,P05492576.sdf,COc1ccc(c(c1)C(=O)N[C@@H]2C=C(C[C@H]([C@@H]2OC(=O)NCC=C)OC(=O)NCC=C)C(=O)NCC(=O)N)Br,0.303,0.15
1398bb,P05492574.sdf,C[C@@H](C(=O)N[C@@H]1C=C(C[C@H]([C@@H]1O)OC(=O)NCC=C)C(=O)N[C@H](CC(=O)N)C(=O)N)[NH2+]C,0.485,0.17
1399bb,P05492560.sdf,CCNC(=S)N[C@@H]1C=C(C[C@H]([C@@H]1O)OC(=O)NCC=C)C(=O)N[C@H](CC#N)C(=O)N,0.212,0.19
1400bb,P05492555.sdf,C=CCNC(=O)O[C@@H]1C[C@@](C[C@@H]([C@H]1O)NC(=O)NC2CCCCC2)(C(=O)NCC(=O)N)O,0.515,0.23
1401bc,P04552034.sdf,c1[nH]c(c-2[nH]c(=NCCCCCC[NH3+])[n+](c2n1)[C@@H]3[C@H]([C@@H]([C@@H](O3)COP(=O)([O-])[O-])O)O)N,0.606,0.23
1402bc,P04500165.sdf,Cc1ccc(cc1)C(=O)N[C@@H]2C=C(C[C@H]([C@@H]2O)OC(=O)NCC=C)C(=O)NCC(=O)N,0.03,0.198
1403bc,P04500147.sdf,CC(C)CNC(=S)N[C@H]1C[C@](C[C@H]([C@@H]1O)O)(C(=O)NCC(=O)N)O,0.455,0.2
251af,P52621333.sdf,C=CCc1ccc(cc1)O[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)O,0.182,0.24
252af,P52621328.sdf,C=CCc1ccc(cc1)O[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)O,0.424,0.21
253af,P52611876.sdf,CC[C@H](C)[C@H](C(=O)O[C@@H]([C@@H](C)CC)C(=O)O[C@@H]([C@@H](C)CC)C(=O)OC[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)O,0.424,0.24
254af,P52611810.sdf,C[C@@H]1C[C@H](OC1=O)C/C(=C\C[C@@H](CO[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)[C@@H](C)C(=O)[O-])/C,0.182,0.2
255af,P52610723.sdf,CC(=CCC[C@](C)([C@@H](C[C@@H](/C(=C/COC[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)/C)O)O)O)C,0.394,0.2
256af,P52610717.sdf,CC(=CCC[C@@](C)([C@@H](C[C@@H](/C(=C/COC[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)/C)O)O)O)C,0.242,0.2
257af,P52608205.sdf,CC(C)CC(=O)O[C@H]1[C@H]2[C@@H](C[C@@H]([C@@]2(CO)O)O)C(=CO1)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0,0.22
258af,P52608192.sdf,CC(C)CC(=O)O[C@H]1[C@@H]2[C@@H](C[C@@H]([C@@]2(CO)O)O)C(=CO1)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,0.455,0.2
259af,P52606549.sdf,c1cc(c(cc1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)OC[C@@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O)O,0.121,0.23
260af,P52606544.sdf,c1cc(c(cc1/C=C/C(=O)OC[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)OC[C@@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O)O,0.455,0.21
261af,P52435704.sdf,c1cn(c(=O)[nH]c1=O)[C@@H]2[C@H]([C@@H]([C@@H](O2)CO[P@@](=O)([O-])O[P@@](=O)([O-])OCCCCCC[NH3+])O)O,0.242,0.23
262af,P52435693.sdf,c1cn(c(=O)[nH]c1=O)[C@@H]2[C@@H]([C@@H]([C@@H](O2)CO[P@@](=O)([O-])O[P@@](=O)([O-])OCCCCCC[NH3+])O)O,0.303,0.24
263af,P52424162.sdf,COc1cc(cc(c1OC)OC)/C=N/Nc2nc3c(=O)[nH]c(nc3n2[C@H]4[C@@H]([C@@H]([C@@H](O4)CO)O)O)N,0.303,0.273
264af,P52223574.sdf,COc1cc(cc2c1cccc2)NC(=O)[C@H](CCC[NH+]=C(N)N)NC(=O)[C@H](CCC[NH+]=C(N)N)N,0.364,0.13
265af,P52189719.sdf,C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O,0.576,0.27
266af,P52189262.sdf,CC(C)OP(=O)(/C(=N/OC(=O)Nc1ccc(cc1)N)/C(=O)N)OC(C)C,0.242,0.07
267af,P51988120.sdf,c1c(c(c(c[n+]1CCCC[C@@H](C(=O)[O-])[NH3+])CC[C@@H](C(=O)[O-])N)CCC[C@@H](C(=O)[O-])[NH3+])CC[C@@H](C(=O)[O-])[NH3+],0.212,0.2
268af,P51759529.sdf,CC(C)([NH2+]CCNCC[NH2+]C(C)(C)[P@@](=O)(O)[O-])[P@](=O)(O)[O-],0.152,0.1
269af,P51613420.sdf,C1=C(O[C@H]([C@@H]([C@@H]1O)O)O[C@@H]([C@@H](COS(=O)(=O)[O-])O)[C@@H]([C@@H](C=O)NS(=O)(=O)[O-])O)C(=O)[O-],0.242,0.23
270af,P50858071.sdf,c1ccc(c(c1)C(=O)N/N=C/[C@H]([C@@H]([C@@H]([C@@H](CO)O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O)Cl,0.152,0.24
271af,P50823132.sdf,CCOC(=O)C1=C(N/C(=C/C(=C(/N)\N2CCN(CC2)CCO)/C#N)/C1=O)C,0.364,0.18
272af,P50613651.sdf,c1cc(ccc1/C=C/C(=O)c2c(cc(cc2O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)[O-])O)O,0.515,0.242
273af,P50556024.sdf,C(CCC[NH+]=C(N)N)CCC(=O)N[C@H](CO)C(=O)NCCCC[NH2+]CCCN,0.758,0.06
274af,P50072960.sdf,C(C[NH2+]CCCNC(=O)[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)CNC(=O)[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O,0.455,0.25
275af,P50010514.sdf,CC(=O)N[C@H]1[C@@H]([C@@H]([C@@H](O[C@@H]1Oc2ccc(cc2)[N+](=O)[O-])CO)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O,0.061,0.24
276af,P50010513.sdf,CC(=O)N[C@@H]1[C@@H]([C@@H]([C@@H](O[C@@H]1Oc2ccc(cc2)[N+](=O)[O-])CO)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O,0.091,0.25
277af,P49999922.sdf,C1CCC(CC1)CCCCCO[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O,0.364,0.25
278af,P49968625.sdf,C1CN(CC[NH+]1[N-]/C=N/[N+](=O)[O-])CCN/C(=N\[N+](=O)[O-])/N,0.152,0.01
279af,P49966814.sdf,c1ccc(c(c1)C(=O)N/N=C/[C@H]([C@@H]([C@@H]([C@@H](CO)O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O)[O-],0.697,0.24
280af,P49965445.sdf,c1ccc(c(c1)C(=O)N/N=C/[C@H]([C@@H]([C@@H]([C@@H](CO)O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O)O,0.303,0.24
281af,P49965440.sdf,c1ccc(c(c1)C(=O)N/N=C/[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)O)O)O,0.636,0.23
282af,P49905971.sdf,c1c(nc(s1)NC(=[NH2+])N)C[S@@](=O)CC/C(=N\S(=O)(=O)N)/N,0.515,0.05
283af,P49855930.sdf,C1CCC(CC1)CCO[C@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O,0.303,0.24
284af,P49774078.sdf,C[C@@]1(CS(=O)(=O)C[C@@H]1S(=O)(=O)[O-])NC(=O)CCN(CCO)CCO,0.364,0.09
285af,P48592612.sdf,CCCCn1c(c(c(=O)[nH]c1=O)N(CCOC)C(=O)COC(=O)c2csc(n2)NC(=O)C)N,0.091,0.11
286af,P48369781.sdf,C([C@@H]([C@H]([C@@H](/C(=N/NC(=S)N)/C=N\NC(=S)N)O)O)O)O,0.303,0.22
287af,P48281334.sdf,c1ccc2c(c1)C(=C(/C(=N/[C@H](CCCC[NH3+])C(=O)[O-])/C2=O)[NH2+][C@H](CCCC[NH3+])C(=O)[O-])[O-],0.758,0.2
288af,P48281332.sdf,c1ccc2c(c1)C(=C(/C(=N/[C@@H](CCCC[NH3+])C(=O)[O-])/C2=O)[NH2+][C@@H](CCCC[NH3+])C(=O)[O-])[O-],0.424,0.19
289af,P48281330.sdf,c1ccc2c(c1)C(=C(/C(=N/[C@H](CCCC[NH3+])C(=O)[O-])/C2=O)[NH2+][C@@H](CCCC[NH3+])C(=O)[O-])[O-],0,0.2
290af,P48280308.sdf,c1ccc(cc1)COC(=O)N[C@H](C(=O)N)[NH2+][C@H](C(=O)N)NC(=O)OCc2ccccc2,0.091,0.18
291af,P48255793.sdf,CCn1c(nn(c1=S)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)NC(=O)C)COc3ccc(cc3)C,0.182,0.23
292af,P47340787.sdf,CC(C)(C)OC(=O)N[C@H](CCC[N-]/C(=N\[N+](=O)[O-])/N)C(=O)OC[C@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O,0.636,0.22
293af,P46909198.sdf,COC(=O)[C@H](CCCCCCC[C@@H](C1=Nc2nnc(n2C1=O)N)C(=O)OC)C3=Nc4nnc(n4C3=O)N,0.485,0.02
